XXXX,SCF_3,SCF_2,Delta_SCF,E_red
0094,-2928.02081678,-2928.21408536,-507426.6567893885,0.9691248047819714
0959,-3617.08945671,-3617.30294319,-560508.7532400753,1.519283860082658
0679,-3625.38756384,-3625.58694205,-523467.4903546056,1.1353769016386541
0196,-3572.57471898,-3572.75343425,-469216.94138469594,0.5731076476622883
0740,-3768.59017319,-3768.78728085,-517506.1613306725,1.0735918674475042
0545,-3730.71312502,-3730.90938672,-515285.09334979707,1.0505720407296166
0105,-3961.80920021,-3961.93358875,-326582.11176980875,-0.9052032775062575
0239,-3275.59329778,-3275.79121883,-519641.71677587135,1.0957254161358898
0399,-3145.66426929,-3145.84819908,-482907.6636452439,0.7150024733921734
0414,-3021.39751317,-3021.59572081,-520394.1588199059,1.103523955225225
0595,-3822.69631823,-3822.86251208,-436341.9531753334,0.2323812320602519
0389,-3281.15017733,-3281.34755704,-518220.42860486906,1.0809947515662441
0458,-3201.31078195,-3201.50436105,-508241.92705020757,0.9775745146935539
0708,-3385.42928916,-3385.63096426,-529497.9750502685,1.1978786863270814
0356,-3479.95319419,-3480.14688998,-508548.29664557724,0.9807498227245401
0970,-3656.39139536,-3656.60590996,-563208.0823006745,1.5472605306594234
0552,-4010.95766449,-4011.14325967,-487280.1450907648,0.7603202061539596
0078,-3254.64617352,-3254.8454768,-523270.7616402486,1.1333379451754009
0226,-3254.69932923,-3254.89285178,-508093.4550253287,0.976035705294384
0143,-3871.086831,-3871.25840378,-450464.3338903497,0.37874989781157425
0472,-3140.95294997,-3141.16753835,-563401.7916897258,1.5492681939133106
0484,-4043.06573851,-4043.22129876,-408423.4363756173,-0.05697480048072484
0853,-3761.92529024,-3762.15050359,-591297.6504252722,1.8383893913589897
0297,-3166.76501617,-3166.95154989,-489744.2818604475,0.7858592720158313
0752,-3615.00414664,-3615.23309658,-601108.0674709133,1.9400675490585406
0522,-3599.18909609,-3599.36124944,-451988.62042478163,0.3945480688685457
0412,-2880.64344841,-2880.85142333,-546038.1524605172,1.3693061352595455
0573,-4037.98569571,-4038.16261529,-464502.357289412,0.5242442585833238
0051,-3120.16977781,-3120.36087564,-501727.35266437597,0.9100554766479341
0144,-4077.51653711,-4077.69963653,-480727.5272099009,0.6924068737099123
0019,-3192.56580758,-3192.75059928,-485170.60835001373,0.7384563232628254
0221,-2856.64408551,-2856.84477922,-526921.3356049893,1.1711736083846123
0249,-3063.69035038,-3063.89304559,-532176.2738550045,1.2256373929108608
0383,-3432.96792782,-3433.15295517,-485789.3074248097,0.7448687093829063
0890,-3276.56872045,-3276.77368502,-538134.4785347424,1.2873900454448088
0378,-4063.59182978,-4063.78020688,-494584.076050663,0.8360203767493706
0761,-3688.0050737,-3688.21039155,-539062.0151750749,1.297003318392236
0574,-3495.90895562,-3496.09936758,-499926.6009797168,0.8913919363602296
0594,-3349.28475484,-3349.46927165,-484448.8846546778,0.7309761585187109
0206,-3234.76404351,-3234.95838967,-510255.8430797255,0.9984473553373634
0218,-3008.35451305,-3008.55882092,-536410.3126846481,1.2695202641306735
0117,-3271.92868533,-3272.11629007,-492556.2448702549,0.8150033152329879
0400,-3695.38436552,-3695.58271345,-520762.4902154773,1.1073414542724496
0417,-3240.97968025,-3241.17707433,-518258.1570396515,1.0813857805840434
0730,-3629.3063042,-3629.49666482,-499791.80781083915,0.8899948988012552
0107,-3195.68273619,-3195.87226485,-497607.4968304679,0.867356032859697
0567,-4089.16562037,-4089.37028962,-537359.1158757329,1.2793539501034654
0213,-3097.89161995,-3098.08620093,-510872.3629898823,1.0048371559297535
0097,-3107.57879667,-3107.75709815,-468130.53573959426,0.5618478078415732
0905,-3597.22507397,-3597.4317104,-542523.9469659039,1.332883836512451
0892,-3460.91801002,-3461.12215691,-535987.6596942645,1.2651397594886722
0057,-3525.2494865,-3525.43225782,-479866.10066007596,0.68347878592606
0250,-3460.61185918,-3460.81619475,-536483.0390344346,1.2702740222255746
0848,-3802.42177781,-3802.61922305,-518392.47761994513,1.0827779200906373
0169,-4130.43828617,-4130.62188571,-482040.59227161226,0.7060158809308417
0238,-2984.78930979,-2985.00827961,-574905.2624099577,1.668493676840521
0319,-3293.97655847,-3294.1695734,-506760.69871530874,0.9622226119636081
0058,-3526.43853871,-3526.60899865,-447542.5724700017,0.34846787034255816
0469,-3615.60995779,-3615.80496667,-511995.81443982176,1.0164809497830933
0135,-3715.26151011,-3715.44698368,-486960.8580346994,0.7570110176162037
0538,-3636.35512027,-3636.53229372,-465168.8929745469,0.5311524379390249
0228,-3981.69042699,-3981.82171947,-344708.40623988555,-0.7173368270727514
0558,-3522.21633117,-3522.41784873,-529084.353779886,1.193591789188848
0275,-3515.94716865,-3516.13582688,-495322.1828646681,0.8436703411376694
0745,-4131.00896282,-4131.25571717,-647853.5459242626,2.4245519606598185
0900,-3385.16783984,-3385.39200959,-588557.6786246682,1.809991487015268
0233,-3274.55410767,-3274.74201691,-493355.7096198781,0.8232892120006017
0371,-3167.94196913,-3168.12609275,-483416.5643106933,0.7202768752727706
0065,-3233.59329932,-3233.77328311,-472547.4406457313,0.6076259589131083
0077,-3102.94757763,-3103.14312705,-513415.00221035175,1.0311898451609236
0095,-2988.49798639,-2988.6989011,-527501.5711056137,1.1771873462778017
0564,-3502.35412093,-3502.54265099,-494985.67252926703,0.8401826452740531
0276,-3627.53226246,-3627.73636019,-535858.5901157485,1.2638020429678025
0407,-3011.61069081,-3011.80608353,-513003.5863593309,1.0269258056623405
0433,-3194.79324213,-3194.99568581,-531515.8818393705,1.2187928884217285
0027,-3707.46297605,-3707.64324192,-473288.04168462555,0.6153017742097269
0339,-3785.89685114,-3786.08811716,-502168.9355101505,0.9146321760911069
0394,-3317.15492619,-3317.37290395,-572300.6088798417,1.641498252369194
0082,-3326.63837558,-3326.82211912,-482418.6642706577,0.7099343345665925
0776,-3292.77198194,-3292.95429437,-478661.28496476583,0.6709917081905565
1030,-3079.41024914,-3079.6445452,-615144.3055297532,2.085543406019103
0946,-3349.65079908,-3349.86653116,-566404.5760392783,1.5803899677595303
0318,-3862.53940416,-3862.74680583,-544533.08458581,1.35370715226004
0585,-3424.57736977,-3424.76957397,-504632.1270990834,0.9401614458110934
0906,-3292.85961562,-3293.03651597,-464451.86892465584,0.5237209817552555
0700,-3826.74272235,-3826.93863085,-514357.76675082505,1.0409609447149817
0335,-3311.21974099,-3311.40073815,-475208.0435801597,0.6352012600938977
0638,-4396.79029078,-4396.97788611,-492531.5389162515,0.8147472551821682
0867,-3383.94934818,-3384.1523568,-532999.1318093805,1.2341657439952376
0055,-3028.95152216,-3029.12927787,-466697.6166048123,0.5469965964120049
0889,-3504.65717806,-3504.8629402,-540228.4985698252,1.3090931084606436
0461,-3256.7545918,-3256.96019852,-539820.4433602764,1.3048638996763893
0012,-3106.30922162,-3106.48648027,-465392.5855752955,0.5334708563537907
0463,-3237.33055843,-3237.53176348,-528263.8587743995,1.185087928428248
0157,-3807.47810871,-3807.66206874,-482987.058764948,0.7158253486546922
0849,-3742.12262903,-3742.32986856,-544107.3860142044,1.349295082284338
0488,-4073.87786914,-4074.06196354,-483339.84720012883,0.7194817557146587
0048,-3505.40269259,-3505.57965946,-464626.5171858984,0.5255310896605516
0141,-3717.3812218,-3717.55804964,-464261.4939199664,0.5217478770789901
0611,-3672.71827266,-3672.92114093,-532630.6428854751,1.2303466122762614
0883,-3276.4781922,-3276.67240265,-509899.5364747386,0.9947544848913157
0064,-3387.85749573,-3388.04505608,-492439.69892443577,0.8137953974652612
0134,-3750.72222331,-3750.89844225,-462662.8269691373,0.5051788046757248
0011,-3068.25438457,-3068.43768601,-481257.9307197975,0.6979041376358761
0230,-3291.98290509,-3292.1865067,-534556.0270552046,1.2503018816935751
0568,-3501.11946365,-3501.32867159,-549275.4464698478,1.4028584388231102
0719,-3367.84713284,-3368.03120107,-483271.1378646486,0.7187696311825522
0669,-3380.09818054,-3380.29117419,-506704.8280751633,0.9616435515900219
0624,-3561.10082013,-3561.29970657,-522176.3482200627,1.1219951103286794
0606,-3377.38955462,-3377.61433988,-590173.7001296385,1.8267404273165624
0149,-4038.19798581,-4038.37989361,-477598.92890083324,0.6599811255721952
0462,-3161.94524315,-3162.15937097,-562192.5914104147,1.5367356730104642
0156,-4165.62090373,-4165.80936484,-494804.6443060225,0.8383064134945586
0650,-4243.42297896,-4243.61447908,-502783.56505880767,0.9210023843997266
0182,-3159.51876153,-3159.69649304,-466634.07950455486,0.5463380785049992
0767,-3444.41799394,-3444.62225023,-536274.8893952705,1.268116695810442
0146,-3739.27870769,-3739.46227419,-481953.8457496583,0.7051168134907841
0031,-3805.49986623,-3805.70310674,-533607.959004703,1.2404758149422495
0017,-3128.23854298,-3128.42740145,-495847.91298503615,0.8491191686276218
0981,-3276.76684541,-3276.93901891,-452041.52425026,0.39509638026905664
0063,-3229.70712883,-3229.88949973,-478814.7979500618,0.6725827636426567
0695,-3538.26463401,-3538.47300064,-547066.5870650011,1.379965145514858
0620,-3223.22879747,-3223.43836184,-550211.2534360699,1.4125574279532562
0010,-3262.64414823,-3262.8269384,-479915.5913346376,0.6839917223883256
0337,-3731.12355047,-3731.30933276,-487771.40239535127,0.7654117468554824
0244,-3311.6079563,-3311.81014998,-530859.5068404307,1.211990017520139
0699,-3634.53815703,-3634.74653278,-547090.531624893,1.3802133142446278
0076,-3274.12099685,-3274.30610187,-485993.23000950087,0.7469822253148244
0644,-4037.99507655,-4038.18544538,-499813.363165925,0.8902183050829142
0084,-3556.51439005,-3556.70806925,-508504.73959915596,0.9802983841960502
0490,-3750.93811306,-3751.0995699,-423904.9334200736,0.10348016189121162
0431,-3163.30161598,-3163.5112239,-550325.5939601394,1.4137424880565834
0793,-3648.60609026,-3648.83125585,-591172.2565448963,1.8370897708959555
0884,-3292.6202692,-3292.82064889,-526096.8760946412,1.1626286582851335
0138,-3940.56599542,-3940.74564685,-471674.82946479437,0.5985819501973813
0616,-3355.06822921,-3355.2763649,-546460.254094568,1.3736809254761668
0384,-3464.36708881,-3464.56468899,-518799.27258968813,1.0869940673647525
0886,-3255.53035665,-3255.74082512,-552584.9679844646,1.4371593303048618
0164,-3791.46169017,-3791.64638021,-484903.70002020407,0.7356900038369074
0176,-3157.38326891,-3157.57117907,-493358.1250806003,0.8233142465730452
0631,-4069.96478114,-4070.14922952,-484269.22169012844,0.7291140766971906
0975,-3766.06632366,-3766.26858597,-531039.6949053966,1.2138575416427064
0546,-3576.38275984,-3576.57830256,-513397.41136012756,1.0310075282181435
0375,-3642.61456766,-3642.79915505,-484634.1924454218,0.7328967450424606
0639,-4508.43439036,-4508.62526134,-501131.7579899992,0.9038825515883209
0530,-3507.89180216,-3508.09067629,-522144.0283141981,1.1216601369559835
0023,-3409.74125223,-3409.92978235,-494985.830059989,0.8401842779705546
0786,-3985.69373222,-3985.89082565,-517468.80046439084,1.0732046480218773
0346,-3807.92712985,-3808.11975708,-505742.7923655207,0.9516727197545805
0516,-3814.85828532,-3815.04736174,-496420.14070938237,0.8550499114824308
0720,-3384.00095284,-3384.1914484,-500146.09277952084,0.8936668163913646
0004,-3621.13443918,-3621.30193594,-439762.7433804632,0.26783534622442035
0464,-3429.44572645,-3429.65430547,-547624.2170097067,1.385744592524295
0588,-3369.13954409,-3369.34431446,-537624.6064350149,1.2821055753227426
0459,-3217.4506067,-3217.65964568,-548831.8419889619,1.3982607865363723
0553,-3576.35265596,-3576.54879875,-514972.8951451764,1.0473363232126898
0192,-3465.27609344,-3465.46678494,-500660.5332498875,0.8989986345016063
0409,-3471.01475435,-3471.20348213,-495504.7863891623,0.8455628998203062
0614,-3315.71780791,-3315.92247895,-537363.8155199838,1.2794026586514355
0430,-3467.83092586,-3468.02718459,-515277.29561487946,1.0504912226240293
0768,-3975.86724753,-3976.10293906,-618808.1120154395,2.1235162151157123
0491,-3659.61964185,-3659.79255337,-453979.19576018536,0.4151789994318838
0605,-3085.32852447,-3085.52166699,-507095.68626009877,0.9656945251603746
0510,-3716.22018838,-3716.40397884,-482541.852730478,0.7112110973776022
0246,-3199.25403203,-3199.46007917,-540976.7660700254,1.3168483813030558
0836,-3614.41694474,-3614.62183162,-537930.5034406065,1.2852759852889724
0615,-3770.75119116,-3770.99691176,-645139.4352997722,2.396422089441594
0280,-3802.01741128,-3802.23609152,-574144.9701203669,1.660613775409306
0795,-3612.71409641,-3612.92835235,-562528.9704698161,1.5402220082895386
0240,-3291.76324905,-3291.95773789,-510630.44941960357,1.0023298898233255
0136,-3770.56270613,-3770.74298815,-473330.4435101304,0.6157412396759117
0479,-3606.3170756,-3606.48041535,-428848.51362494053,0.15471693656983448
0505,-3675.53837837,-3675.76525477,-595663.9882000982,1.8836434492418321
0167,-3977.02497682,-3977.20868366,-482322.30842003535,0.7089356731101757
0482,-3981.65294858,-3981.7857587,-348692.9700592218,-0.6760395910325772
0396,-3281.22510864,-3281.42527801,-525544.6809347698,1.1569055390451346
0187,-3181.33644743,-3181.52518454,-495529.28230419295,0.8458167829630818
0270,-3193.02028071,-3193.20966366,-497224.9352249503,0.863391047571646
0855,-3726.03087956,-3726.24075373,-551024.6333353893,1.4209875455810674
0445,-3333.21044425,-3333.39990708,-497434.660165364,0.8655647008899201
0448,-3288.78521358,-3288.97273708,-492342.94925059046,0.812792654304715
0305,-4020.98240244,-4021.11280731,-342377.986184719,-0.7414900120773276
0517,-3736.07936437,-3736.26778378,-494695.1609557318,0.8371716946233281
0329,-3766.25628126,-3766.45582454,-523900.8816398516,1.1398687012473603
0159,-3808.71146304,-3808.8938396,-478829.6582793139,0.6727367806323661
0532,-3692.27698046,-3692.4729948,-514635.6496703861,1.0438410081399814
0641,-3982.52180923,-3982.70968489,-493267.5453297843,0.8223754503786525
0268,-3189.09030921,-3189.27938785,-496425.96931982733,0.8551103209807465
0528,-3620.30233617,-3620.49609436,-508712.12784420844,0.982447819290132
0661,-3441.74273636,-3441.94512356,-531367.5935999359,1.2172559838310189
0880,-3231.09387527,-3231.30638195,-557936.2883398244,1.4926220483994859
0210,-3572.58114414,-3572.76244558,-476006.93071992166,0.643481170336546
0421,-3424.6303271,-3424.86088492,-605329.5564095558,1.9838203493761293
0298,-2972.40044531,-2972.59262809,-504575.8888892433,0.9395785758329616
0403,-3220.86490961,-3221.06618822,-528456.9905559774,1.1870896051819189
0799,-3950.60306009,-3950.77013512,-438655.4912649426,0.2563594472191804
0163,-3828.5692217,-3828.76000982,-500914.2090599455,0.9016278080524998
0960,-3312.55708026,-3312.77675006,-576743.0598994547,1.687541171160851
0129,-3707.05748898,-3707.24616605,-495371.6472845074,0.8441830054879762
0306,-3249.55998932,-3249.74566363,-487487.90090431797,0.7624734508402129
0020,-3427.19663549,-3427.38356291,-490777.9412095988,0.7965724331201611
0555,-3654.01931345,-3654.21253103,-507292.7562894281,0.9677370191162156
0374,-3588.96434816,-3589.14192568,-466229.77875970106,0.5421477821392038
0756,-4111.16354596,-4111.40827007,-642523.1508046828,2.3693061180979713
1015,-4104.95929889,-4105.15923705,-524937.6390796697,1.1506139719093091
0007,-3159.51730304,-3159.71287255,-513467.7485051082,1.0317365238649339
0162,-3753.31579041,-3753.50731823,-502856.29140978813,0.9217561425070018
0873,-3367.8900129,-3368.1023328,-557445.8974506267,1.4875394874915961
0377,-3227.9058398,-3228.10147392,-513637.38205946196,1.0334946578168827
0444,-3562.72659203,-3562.91203044,-486868.5454542997,0.7560542618469162
0001,-3162.94937279,-3163.11569879,-436688.9130000693,0.23597722962190276
0898,-3404.80390938,-3405.03772474,-613882.2276808801,2.0724628458400796
0640,-4073.89338213,-4074.04341964,-393923.4825048618,-0.2072567497034587
0743,-3583.50820935,-3583.70620382,-519834.4809853668,1.097723283260266
0978,-3291.38760068,-3291.61874566,-606871.1449898783,1.9997978441195865
0098,-2836.75728089,-2836.9446482,-491932.87240473635,0.8085424926645215
0314,-3688.00685923,-3688.19315246,-489112.87536512234,0.7793151823093989
0577,-3791.88698413,-3792.07185753,-485385.11170003924,0.74067950147732
0165,-3716.20176946,-3716.38996922,-494118.4698796358,0.8311946922281777
0070,-3556.58873233,-3556.76238136,-455915.528264944,0.4352477407363214
0780,-3291.50325389,-3291.71288794,-550394.1982755364,1.41445352412848
0122,-3483.917581,-3484.10567771,-493847.9121040205,0.8283905488316365
0061,-3165.37381372,-3165.55689132,-480670.23880042165,0.6918131191420593
0021,-3196.4759684,-3196.6618226,-487960.20209998504,0.7673685246409805
0542,-3508.15535675,-3508.34646708,-501760.17141474085,0.9103956201973451
0806,-4201.42501693,-4201.61349758,-494855.946573141,0.8388381258552202
0526,-3563.31748096,-3563.51124859,-508736.9125647667,0.982704695701577
0483,-3750.93202708,-3751.12269796,-500606.3954405197,0.898437533715289
0202,-3290.13201433,-3290.31262527,-474194.02296987234,0.6246916408754968
0216,-2816.15083348,-2816.35483873,-535615.7838753586,1.2612855249557817
1012,-3080.64005692,-3080.83739694,-518116.22250988445,1.0799147277803225
0197,-3607.736411,-3607.92182676,-486809.07788018114,0.7554379217513716
0194,-3494.40808255,-3494.59538011,-491749.7437798256,0.8066444916808375
0054,-3223.33273707,-3223.51502266,-478590.8165449796,0.6702613519715974
0622,-3254.76960541,-3254.97479312,-538720.3326044512,1.2934620159035208
0103,-3234.84055264,-3234.98894674,-389608.70954915346,-0.2519763740565539
0390,-3297.32881972,-3297.52317661,-510284.0146952842,0.9987393345627209
0607,-3298.55605455,-3298.75797078,-530131.0618645387,1.204440191372117
0350,-3838.82138938,-3839.00807608,-490145.93085088406,0.7900220847891803
0503,-4156.17378123,-4156.43114951,-675720.4191406941,2.7133727433351718
0887,-3237.17589873,-3237.39190286,-567118.8433146687,1.5877928518906435
0508,-3739.18628256,-3739.37464589,-494547.92291474243,0.8356456746099645
0152,-3867.93289434,-3868.11802619,-486063.6721745648,0.7477123094218248
0079,-3446.79926932,-3446.98571098,-489502.5783303354,0.7833541828298214
0099,-3027.69490093,-3027.88218545,-491715.507260127,0.8062896539371607
0704,-3310.19773933,-3310.38593921,-494118.7849398857,0.8311979576088067
0175,-3192.81037236,-3193.00308641,-505970.7382742706,0.9540352207521436
0224,-3507.00920087,-3507.17802349,-443243.7888109334,0.30391396394189113
0229,-3057.41483876,-3057.60818684,-507635.38404080167,0.9712881177468169
0358,-3460.50132963,-3460.70208943,-527094.8549000378,1.1729720153395629
0635,-4210.7333154,-4210.91488913,-476721.82811581204,0.6508905852289162
0185,-3519.65816174,-3519.8436797,-487077.40397932456,0.7582189353715554
0123,-3179.37919667,-3179.57905743,-524734.4253796454,1.1485078030745235
0773,-3428.3785965,-3428.58203161,-534118.8813040697,1.245771169654036
0127,-3440.70834591,-3440.90429671,-514468.8253999775,1.0421119904646055
0560,-3866.05820516,-3866.25582028,-518838.4975603592,1.087400606937443
0832,-3746.27791406,-3746.48079644,-532667.6886903128,1.2307305663088852
0667,-3226.03291345,-3226.22965666,-516549.29785505874,1.0636746422247885
0958,-3425.01508301,-3425.18692259,-451164.81728965574,0.3860099216422837
0897,-3292.58484965,-3292.79211723,-544181.0312900183,1.3500583644091655
0707,-4049.82373341,-4050.05485959,-606821.7855901223,1.9992862682294896
0521,-4033.75865216,-4033.96123615,-531884.2657443866,1.2226109316928697
0485,-3887.8299463,-3887.97370749,-377445.0043452034,-0.3780447287640209
0348,-3760.60325595,-3760.79993648,-516384.7315146504,1.0619690264253545
0029,-3334.3799502,-3334.55875972,-469464.394759892,0.5756723299983626
0380,-3450.38423578,-3450.57658488,-505012.5620506003,0.9441043898077452
0442,-3507.92805935,-3508.10669418,-469005.74616550375,0.57091875592583
0002,-3123.64537382,-3123.83275497,-491969.20932610123,0.8089190996123878
0847,-3740.90752972,-3741.10646465,-522303.6587142726,1.1233145951626946
0486,-3995.7578087,-3995.93036549,-453047.8521445191,0.40552626982970513
0388,-3219.6224938,-3219.82090741,-520934.93305497034,1.109128704513347
0006,-3104.22209259,-3104.41699532,-511717.1176143165,1.0135924507883762
1011,-3745.06519195,-3745.26856211,-533948.3550796047,1.2440037837964935
0642,-3998.64033468,-3998.83631215,-514538.84748590214,1.0428377207431427
0047,-3044.99126582,-3045.17987771,-495200.51719426486,0.8424093609811354
0647,-4210.68535641,-4210.88321101,-519467.25230007316,1.093917213039054
0543,-4420.37708367,-4420.51594193,-364572.3616306136,-0.5114607282933756
0725,-3596.01056114,-3596.21441319,-535213.5572750608,1.257116725657468
0512,-4213.86942671,-4214.05768779,-494279.4655407934,0.8328633004176129
0775,-3536.31775407,-3536.51519778,-518388.4606056388,1.0827362865278418
0453,-3537.49894848,-3537.69383925,-511685.7166356733,1.013267001457981
0413,-3945.68223989,-3945.85665782,-457934.2752147124,0.45617065051264377
0028,-3196.4620658,-3196.64747754,-486798.52337076294,0.755328531593128
0231,-3061.30440455,-3061.50131111,-516978.1732803042,1.0681196380816098
0627,-3162.85206345,-3163.05194458,-524787.906814985,1.149062101
0066,-3449.25834862,-3449.448814,-500066.8551893448,0.8928455738129732
0559,-3673.89663297,-3674.09395412,-518066.6793246842,1.0794012470817662
0395,-3509.32837688,-3509.52824883,-524763.8047243713,1.1488122995737295
0062,-3924.62475439,-3924.79947518,-458729.4341456957,0.4644119204611668
0671,-3342.98989975,-3343.18629676,-515640.34975514485,1.0542540265859441
0534,-3922.14479138,-3922.33976831,-511911.92971603345,1.0156115428930244
0415,-3179.58518126,-3179.7791902,-509370.4719700088,0.9892710988237423
0427,-3218.69863131,-3218.90316643,-537006.957559858,1.275704073792382
0687,-3599.84297507,-3600.04521636,-530984.5068940017,1.2132855562419207
0092,-2984.60131782,-2984.79625005,-511794.5698642702,1.0143951895555803
0902,-3348.09917109,-3348.31587313,-568951.2060205257,1.6067840184539113
0408,-3622.71029804,-3622.88763886,-465608.3229104045,0.5357068239664657
0513,-3595.35560228,-3595.54314504,-492393.5163807075,0.8133167474810328
0658,-3145.7201676,-3145.91120701,-501573.97095507965,0.9084657817803767
0557,-3616.92618941,-3617.11940014,-507274.77161478694,0.9675506204569302
0746,-3715.43178705,-3715.62800834,-515178.9968957007,1.0494724246846727
0227,-2840.17890055,-2840.39624222,-570630.5545855869,1.6241892997417924
0191,-3249.5912142,-3249.76981751,-468922.99040432775,0.5700610499489842
0963,-3176.91382405,-3177.10528769,-502687.7868192405,0.9200097094806494
0839,-3478.86011394,-3479.04598133,-487994.8324452946,0.7677274441135367
0188,-4093.64292315,-4093.85056395,-545160.9203994964,1.3602142343317245
0556,-4108.95502431,-4109.19039162,-617956.8724041441,2.114693707873184
0392,-3413.1005291,-3413.29352397,-506708.0311847194,0.961676749595475
0548,-3713.1958265,-3713.38822987,-505155.0479355062,0.9455811570244721
0326,-3026.48193393,-3026.68478391,-532582.6224896918,1.2298489142321791
0321,-3350.8885956,-3351.09057052,-530285.1524596958,1.2060372333491818
0155,-4130.46784974,-4130.65051991,-479600.5313354331,0.6807263443585325
0052,-3180.66233187,-3180.85327609,-501324.0496097167,0.9058755206479414
0497,-3887.74276758,-3887.93265284,-498543.75013055163,0.8770596479302648
0610,-3484.60759778,-3484.81523484,-545151.1010294675,1.360112463382573
0904,-3405.02326738,-3405.24685765,-587036.2538848202,1.7942229764711628
0056,-3067.02583803,-3067.20672224,-474911.49335481896,0.632127723012063
0372,-3206.03366223,-3206.22192414,-494281.64470423874,0.8328858859329296
0451,-3508.31091409,-3508.50415124,-507344.1373242954,0.9682695478498775
0300,-3697.99700118,-3698.15867367,-424471.1224950022,0.10934831833966091
0634,-4365.99723472,-4366.14277596,-382118.5256201493,-0.32960692729285074
0480,-4365.61295298,-4365.74565856,-348418.5002905774,-0.6788842795193306
0678,-3152.02822949,-3152.21350286,-486435.2329356086,0.7515632785988344
0292,-3117.79702937,-3117.99131784,-510104.3779854572,0.9968775248531603
